	FileName	data-ytid	data-start	data-end
0	0.mp4	--Jcz_RawUA	30	40
1	1.mp4	--x2v4WepHw	170	180
2	2.mp4	-3zSILamaBM	16	26
3	3.mp4	-4w4BTgp3hk	290	300
4	4.mp4	-58Z2Uxw2qE	30	40
5	5.mp4	-5Ekr8T27Ws	30	40
6	6.mp4	-8S9TKWIOSc	30	40
7	7.mp4	-9HoMjD6Opk	30	40
8	8.mp4	-9ummbDsgFM	30	40
9	9.mp4	-BrnUAUA37o	30	40
10	10.mp4	-CTrxqVn5CE	10	20
11	11.mp4	-DVM0BK_h5A	30	40
12	12.mp4	-GnKRy1-NFo	150	160
13	13.mp4	-HDFlW6kofA	0	10
14	14.mp4	-IBinZS3e2I	60	70
15	15.mp4	-JFnkRrPLBM	20	30
16	16.mp4	-Jy1RH9XZz0	60	70
17	17.mp4	-KWDiAKKK30	30	40
18	18.mp4	-KWoQzfEzok	90	100
19	19.mp4	-Lid8aDC01I	30	40
20	20.mp4	-MwY3HhnYVY	40	50
21	21.mp4	-NmKNGjcERA	80	90
22	22.mp4	-OUTdQmnnIU	30	40
23	23.mp4	-PiosLMNwDc	70	80
24	24.mp4	-R69Fa-mCaY	20	30
25	25.mp4	-RNbb1ZTu8Y	30	40
26	26.mp4	-SgK-t40AoY	40	50
27	27.mp4	-X4IN3lxjWk	10	20
28	28.mp4	-XU_IcknTlw	10	20
29	29.mp4	-XVu2GZypIY	21	31
30	30.mp4	-_iSor95OE8	30	40
31	31.mp4	-aMHwbGIJzg	10	20
32	32.mp4	-cSbshJ7aIk	4	14
33	33.mp4	-eEZX4WFrcI	30	40
34	34.mp4	-eTk4J5JTRU	30	40
35	35.mp4	-eV9hw6kPRU	30	40
36	36.mp4	-eztaN83LCY	30	40
37	37.mp4	-g-_Lwk4iDo	100	110
38	38.mp4	-h50KNMLMTQ	30	40
39	39.mp4	-hVzNPwMF40	23	33
40	40.mp4	-lq97ErUIZQ	100	110
41	41.mp4	-mMYhIxQXH0	170	180
42	42.mp4	-oL-TYoSpzs	20	30
43	43.mp4	-oZqRz0eW0c	30	40
44	44.mp4	-rB-q8LKp-I	30	40
45	45.mp4	-uflbdFXl_g	30	40
46	46.mp4	-wmaDx3C9b4	22	32
47	47.mp4	-x5unSmYREU	170	180
48	48.mp4	-z639l6WR2w	210	220
49	49.mp4	-zHk3s6BkpA	30	40
50	50.mp4	-zNFhsPBWUM	30	40
51	51.mp4	00na2qp3z1k	30	40
52	52.mp4	021r8gwwl-4	30	40
53	53.mp4	03A60e61IC4	9	19
54	54.mp4	050iiMJKE20	180	190
55	55.mp4	08gh4C8mO8c	30	40
56	56.mp4	08zhZZn29jc	30	40
57	57.mp4	0BD5ripk7SQ	30	40
58	58.mp4	0BMj7EIexwU	30	40
59	59.mp4	0CbeeOvr0DI	30	40
60	60.mp4	0IStDugr5uA	30	40
61	61.mp4	0M3AYnUPk4g	30	40
62	62.mp4	0NBzkiVITwg	330	340
63	63.mp4	0NOfrBTZC_M	10	20
64	64.mp4	0PxvBPOjDKI	30	40
65	65.mp4	0QZ-JK2Ch4E	60	70
66	66.mp4	0UgbKFIfyGY	30	40
67	67.mp4	0Ux3G_cg79s	30	40
68	68.mp4	0ZJehw_Ug-g	220	230
69	69.mp4	0Zn0yN14eh8	230	240
70	70.mp4	0dMJ7dlPzWs	90	100
71	71.mp4	0eXu0vIIMVc	380	390
72	72.mp4	0fjrDsLr_aE	30	40
73	73.mp4	0hMZVFUXwHo	140	150
74	74.mp4	0j6rg-m7C5g	0	10
75	75.mp4	0knV4q5Sx_c	210	220
76	76.mp4	0krZliEb9XE	30	40
77	77.mp4	0m-tnleCDEE	50	60
78	78.mp4	0o-iYXYbPCE	190	200
79	79.mp4	0q_vFsBN_Sk	230	240
80	80.mp4	0rbECchexqE	70	80
81	81.mp4	0s0FLwW_Zsk	0	10
82	82.mp4	0tray-DsgLA	60	70
83	83.mp4	0vlayD4ueuA	0	10
84	84.mp4	0wDHmbmKG3g	10	20
85	85.mp4	13EWDdyT8GI	10	20
86	86.mp4	18NpKwKl6Rk	30	40
87	87.mp4	1B6kKOARYBo	0	10
88	88.mp4	1C0bH19uXh0	0	10
89	89.mp4	1CQR2Nh6ZaU	20	30
90	90.mp4	1FF_PjIL4l4	10	20
91	91.mp4	1JWevjhd6Wk	20	30
92	92.mp4	1KyF6q2TTEA	40	50
93	93.mp4	1O1AFLKeys0	290	300
94	94.mp4	1PQEMRY4GDk	40	50
95	95.mp4	1Q-DLZ-70c0	30	40
96	96.mp4	1QYQa78ROjo	170	180
97	97.mp4	1SAw44hg6sg	110	120
98	98.mp4	1SVwE8mtUG8	290	300
99	99.mp4	1SqYA6OW3ns	110	120
100	100.mp4	1U6iMCFXAlc	150	160
101	101.mp4	1ZhtOjwuNpc	40	50
102	102.mp4	1_n6XYukiK8	100	110
103	103.mp4	1c2eL2piNeo	2	12
104	104.mp4	1eFYz39bEiQ	10	20
105	105.mp4	1g4BC4QPzNs	10	20
106	106.mp4	1pR1wOpgnnA	340	350
107	107.mp4	1uHXocWOpA8	60	70
108	108.mp4	1ur8hokq-Cs	220	230
109	109.mp4	1xg5haxzjFQ	0	10
110	110.mp4	22fW30DrCU8	30	40
111	111.mp4	23rse_r1kyQ	20	30
112	112.mp4	24ywlO1l1mE	20	30
113	113.mp4	26BA6rIKjvk	50	60
114	114.mp4	26M3949Ew70	170	180
115	115.mp4	29ajok5B6xU	360	370
116	116.mp4	29y1jdo96jw	0	10
117	117.mp4	2GfYNfKtpK0	30	40
118	118.mp4	2HLpx5mqvW8	0	10
119	119.mp4	2IyjdEYNwnY	0	10
120	120.mp4	2Jtfxu0vob4	210	220
121	121.mp4	2KNjxlOVpGM	20	30
122	122.mp4	2LL9rfu1PRg	0	10
123	123.mp4	2MYfUQFr6S0	160	170
124	124.mp4	2QGkgIAKaQE	13	23
125	125.mp4	2UuUxUmhugo	0	10
126	126.mp4	2VjOWA8QME8	20	30
127	127.mp4	2WogzOS_D9Q	210	220
128	128.mp4	2XVl8t1-XOM	560	570
129	129.mp4	2aQ4JPV-pBM	280	290
130	130.mp4	2hsNSgL5NaI	0	10
131	131.mp4	2kqRYTWKKIk	10	20
132	132.mp4	2mBAi3PkE4U	30	40
133	133.mp4	2vqn1vRl-No	30	40
134	134.mp4	2zqxt1ZFrM8	40	50
135	135.mp4	32QJbdusIQw	50	60
136	136.mp4	33SlPXN3NPk	0	10
137	137.mp4	36yvY7tUqIY	220	230
138	138.mp4	384nku0gUe4	30	40
139	139.mp4	3BO48LCK48M	30	40
140	140.mp4	3C1EACXWbnM	140	150
141	141.mp4	3O92j7ue-hE	30	40
142	142.mp4	3OO51tu979s	120	130
143	143.mp4	3PjKDhFX71A	410	420
144	144.mp4	3RFUrX4lRM8	30	40
145	145.mp4	3Sby3LP-cbU	90	100
146	146.mp4	3Uxn1085Ld4	30	40
147	147.mp4	3VzTXrbjDL4	30	40
148	148.mp4	3g6q9D2CQvU	80	90
149	149.mp4	3pQxeCqSqtE	10	20
150	150.mp4	3sMa94JiLZI	30	40
151	151.mp4	41_75OEwYGo	150	160
152	152.mp4	44PsYJNgEek	6	16
153	153.mp4	45RDIESl9Ws	10	20
154	154.mp4	45RDZ3owtvY	100	110
155	155.mp4	485pU5sKtcI	210	220
156	156.mp4	48h1ibWL_8c	90	100
157	157.mp4	49wP_Zmqkyc	30	40
158	158.mp4	4HFaGTxgh14	180	190
159	159.mp4	4IXh4lRq_Hs	290	300
160	160.mp4	4YPYs-bHaR4	0	10
161	161.mp4	4ag2bUbijjs	30	40
162	162.mp4	4f1R36qriMc	20	30
163	163.mp4	4iNH5KcANLw	30	40
164	164.mp4	4j2KuWhT_Ss	0	10
165	165.mp4	4jjIL7PyWX8	0	10
166	166.mp4	4kd99qbm25I	10	20
167	167.mp4	4leF1RwXFSE	40	50
168	168.mp4	4lytS3VyzTI	30	40
169	169.mp4	4v6G5PJkMkY	30	40
170	170.mp4	4vFPPpXSlk0	560	570
171	171.mp4	4voVgILqCoA	30	40
172	172.mp4	5-acFNBnyLQ	70	80
173	173.mp4	52ZWWG4WnSw	10	20
174	174.mp4	54PhWYrDTgw	30	40
175	175.mp4	59svx6RTX6E	100	110
176	176.mp4	5Apahm7iJRg	20	30
177	177.mp4	5CWAf-BtBCQ	10	20
178	178.mp4	5CkG2GTiK4M	100	110
179	179.mp4	5DkmUEjwqMg	170	180
180	180.mp4	5F19VZEOOzc	30	40
181	181.mp4	5FUGulXdKYE	30	40
182	182.mp4	5FjrbmfXPxk	17	27
183	183.mp4	5HkTArPiX8E	10	20
184	184.mp4	5IxlZtup57Y	30	40
185	185.mp4	5J0IFzqU9-E	30	40
186	186.mp4	5JysaXXOtEQ	10	20
187	187.mp4	5NqpmNqPDeQ	30	40
188	188.mp4	5OWCQl64pXc	30	40
189	189.mp4	5XYV5xpGGWk	40	50
190	190.mp4	5YUfq2YeYdI	30	40
191	191.mp4	5a_LPLNtBQs	50	60
192	192.mp4	5bM3Syf1KN0	240	250
193	193.mp4	5csBOR-cdgw	0	10
194	194.mp4	5d0TnzxTgKM	40	50
195	195.mp4	5f7z2-05sBk	30	40
196	196.mp4	5iGJ3W1QPKw	190	200
197	197.mp4	5jPxN86-2P0	10	20
198	198.mp4	5jpVVYSD1gk	70	80
199	199.mp4	5k9zvzKkrqo	70	80
200	200.mp4	5kUXjphzr7U	30	40
201	201.mp4	5mKfMbsjeAs	30	40
202	202.mp4	5x68LSNwdB0	10	20
203	203.mp4	5zSPUfVm32A	30	40
204	204.mp4	6-DAiSEzRA4	20	30
205	205.mp4	6-WxHsmNta8	0	10
206	206.mp4	60g7lnyd6sM	0	10
207	207.mp4	610TuLNPepE	140	150
208	208.mp4	66-n0kgMDfM	140	150
209	209.mp4	67BJyMQdzyo	22	32
210	210.mp4	67PlMRhS5qc	0	10
211	211.mp4	6Cg2mgELq8A	10	20
212	212.mp4	6LqiQrUchhM	30	40
213	213.mp4	6NOW0_HuUCQ	200	210
214	214.mp4	6PiYwUuaXhM	10	20
215	215.mp4	6VRcINAY7KE	0	10
216	216.mp4	6VjKhcP8_Zo	60	70
217	217.mp4	6WuAyuoXdp4	0	10
218	218.mp4	6XUTi0w3Wg0	0	10
219	219.mp4	6YmkVpYLK0k	0	10
220	220.mp4	6Z1eAbekeLg	60	70
221	221.mp4	6aV6c8mY0lg	30	40
222	222.mp4	6gLbCktiyAM	180	190
223	223.mp4	6hS3y44hjrI	20	30
224	224.mp4	6mWz9fxXO7s	490	500
225	225.mp4	6r6BLAEWh9s	100	110
226	226.mp4	6tXkKR9EU6w	10	20
227	227.mp4	7-18CoeAuA0	60	70
228	228.mp4	73mQmyZZsSw	10	20
229	229.mp4	76rJsot3DqM	10	20
230	230.mp4	77Jn4nNjcrM	47	57
231	231.mp4	7BMVg6l2qB0	0	10
232	232.mp4	7CMYwP1EvKM	60	70
233	233.mp4	7CSLF0jSayc	40	50
234	234.mp4	7Cm9bUZNVuk	10	20
235	235.mp4	7CoLnTZn774	10	20
236	236.mp4	7EJ1TlhoFKc	30	40
237	237.mp4	7FSkFZcTWXI	10	20
238	238.mp4	7K40HZUhoqs	70	80
239	239.mp4	7P1-Lxp0bcg	110	120
240	240.mp4	7Rvuxvba7Y0	14	24
241	241.mp4	7SChBv97cmg	10	20
242	242.mp4	7TRrkoz8iYw	220	230
243	243.mp4	7V7SdTOJ4Yo	520	530
244	244.mp4	7YDNwy5GKGA	300	310
245	245.mp4	7YMQM9rmB2U	30	40
246	246.mp4	7YUPoS4bD24	240	250
247	247.mp4	7YkRGfxAA8s	40	50
248	248.mp4	7bMHefrBuYg	30	40
249	249.mp4	7bgTxPSZ2-o	370	380
250	250.mp4	7cPo0JhnJjQ	30	40
251	251.mp4	7cWiVBljHMg	30	40
252	252.mp4	7ckyVndW6R8	30	40
253	253.mp4	7cr61JHfWD0	30	40
254	254.mp4	7dkHshJUTAE	30	40
255	255.mp4	7eAIvG3uFjo	10	20
256	256.mp4	7eOrKcZ7dWo	10	20
257	257.mp4	7gWVh1NUhRs	310	320
258	258.mp4	7ly236Hvae0	30	40
259	259.mp4	7nnOX-yZ-wE	10	20
260	260.mp4	7qJ6mH9_rYQ	310	320
261	261.mp4	8-rNE12KQ80	0	10
262	262.mp4	81Og-_bi-u4	330	340
263	263.mp4	83C1jdaWwSg	30	40
264	264.mp4	8I33jMkah94	90	100
265	265.mp4	8Il3FjtL0Rs	50	60
266	266.mp4	8NY3TWbkg3I	110	120
267	267.mp4	8PEb0vP7xWc	30	40
268	268.mp4	8VbyyhCscVc	30	40
269	269.mp4	8WMRrXWeepA	240	250
270	270.mp4	8YjckYU7TzI	30	40
271	271.mp4	8aK3CvpLtJg	280	290
272	272.mp4	8fbyzXTsxpc	40	50
273	273.mp4	8np7wFQdfXg	480	490
274	274.mp4	8rTu0h4hx6s	90	100
275	275.mp4	8sLYKVe1amk	30	40
276	276.mp4	8t8UWF_k3yc	270	280
277	277.mp4	8wQhYN24WMM	310	320
278	278.mp4	8xbj56gxXbQ	140	150
279	279.mp4	8yBGrAo62iQ	0	10
280	280.mp4	9-FLVe2r2BQ	30	40
281	281.mp4	92sTzXubUgQ	200	210
282	282.mp4	93C94T6TfhA	0	10
283	283.mp4	94gMHF0bveo	76	86
284	284.mp4	982okBl_eYQ	0	10
285	285.mp4	9D32xsXlQeQ	160	170
286	286.mp4	9FIE961ZSxQ	30	40
287	287.mp4	9LBd-au2bh8	220	230
288	288.mp4	9NjlBySUVHo	0	10
289	289.mp4	9PkZYgV5Skw	10	20
290	290.mp4	9W1zHb6TcmE	0	10
291	291.mp4	9a1F8iNHHHE	30	40
292	292.mp4	9bSsHt3C07w	60	70
293	293.mp4	9gMBHU-Fw-E	30	40
294	294.mp4	9lz32KGfZZc	0	10
295	295.mp4	9qFy1anZ--M	28	38
296	296.mp4	9qmCbAoykkQ	40	50
297	297.mp4	9vPMaY9f540	40	50
298	298.mp4	9zvn0ebSv20	0	10
299	299.mp4	A--jAq0xhVk	30	40
300	300.mp4	A2Q9mLfZD2E	80	90
301	301.mp4	A5CJ4ZFpKes	10	20
302	302.mp4	A5p_NLW1l64	30	40
303	303.mp4	A6o7kLCXee0	16	26
304	304.mp4	ABZP_T5CXZ4	270	280
305	305.mp4	AEV15wHaoPY	30	40
306	306.mp4	AEc1SCkUUk0	30	40
307	307.mp4	AILthMOdN60	30	40
308	308.mp4	ALgtE9X6j8E	30	40
309	309.mp4	AOJA4TU2M9c	30	40
310	310.mp4	AQtZz6xvwPA	30	40
311	311.mp4	AT7Ko6gW86g	0	10
312	312.mp4	AUl1mP4wtyI	0	5
313	313.mp4	A_4yeTLSws8	30	40
314	314.mp4	AdCQrrGANTM	30	40
315	315.mp4	AdgZWrZKY1Y	27	37
316	316.mp4	AdoBKPCXMeo	50	60
317	317.mp4	Ae6pZjdGfRY	30	40
318	318.mp4	AgDxQIamHek	30	40
319	319.mp4	AjZ1Yaz-540	28	38
320	320.mp4	AkSnikvXt-Q	180	190
321	321.mp4	ApKgnUPayqU	8.5	18.5
322	322.mp4	Apudgyyvhvs	100	110
323	323.mp4	AwmCngzEifU	10	20
324	324.mp4	AwnRr_4Sm1g	0	10
325	325.mp4	AwxvjrbEkTg	10	20
326	326.mp4	AyHBSX1ODrM	30	40
327	327.mp4	AybG7FSaO38	20	30
328	328.mp4	B0sx_c4ztyo	80	90
329	329.mp4	B5ugRlKeYPk	400	410
330	330.mp4	B7bNn4BeyKc	0	10
331	331.mp4	B8Z8kfNhSX4	50	60
332	332.mp4	BDN1S8MBgdA	0	10
333	333.mp4	BHJoLGId1go	0	10
334	334.mp4	BIT-3hb7kIM	110	120
335	335.mp4	BJHhd5r2ugo	30	40
336	336.mp4	BJZ_RnITfJU	30	40
337	337.mp4	BMxA1rvFlZ8	130	140
338	338.mp4	BP7jhiakGVo	30	40
339	339.mp4	BR7mmabA9z8	30	40
340	340.mp4	BVGZS0tLe_A	110	120
341	341.mp4	BVLQiTalSjg	20	30
342	342.mp4	BVu4HrPCEXM	130	140
343	343.mp4	BXwdSXu0uA4	60	70
344	344.mp4	BYGADuRTxYw	80	90
345	345.mp4	BZCgbtdNH6Q	30	40
346	346.mp4	BbiFjirKtWM	40	50
347	347.mp4	Bc3YWH2K3JA	30	40
348	348.mp4	BeNhTsHGHIE	60	70
349	349.mp4	BeWBNG6z7f8	0	6
350	350.mp4	BgAnsqHXWhI	30	40
351	351.mp4	BjQNj1Fe-AY	10	20
352	352.mp4	Bk0XDemhbqE	30	40
353	353.mp4	Bn3I8Q2W_gI	30	40
354	354.mp4	BnUXJZR8CJA	30	40
355	355.mp4	BpBBVyd28e8	26	36
356	356.mp4	BrIegoRxgGc	30	40
357	357.mp4	BtjZjdUqzvY	4	14
358	358.mp4	Bv_-ogBjngI	19	29
359	359.mp4	C-uNumeNFu4	30	40
360	360.mp4	C0c3ktHKBJ8	60	70
361	361.mp4	C2Ai_RKUxPY	30	40
362	362.mp4	C5hCSx7GDns	100	110
363	363.mp4	C60iaPPFLBw	30	40
364	364.mp4	C8CFiyI_Ba8	0	10
365	365.mp4	CBBiSzV8YEM	30	40
366	366.mp4	CBw20AYBM80	40	50
367	367.mp4	CENJ57WEMfU	210	220
368	368.mp4	CF0Kke3fUIM	60	70
369	369.mp4	CG9wCczs1lc	20	30
370	370.mp4	CMvlpbTAxJk	170	180
371	371.mp4	CNGXLyik_4k	70	80
372	372.mp4	CPRUkY2QVh8	30	40
373	373.mp4	CQDY8CdIfMw	30	40
374	374.mp4	CQqjv5jpGR8	30	40
375	375.mp4	CS1eMi0oZzo	20	30
376	376.mp4	CS4cJBRBE6I	0	10
377	377.mp4	CZsgjvZi-jo	30	40
378	378.mp4	CaQlTXWFALY	10	20
379	379.mp4	CaoG16yBh1M	40	50
380	380.mp4	CfsB0hE9Z-4	170	180
381	381.mp4	CgHtcptbI1U	30	40
382	382.mp4	CjuCLyuvIAY	90	100
383	383.mp4	CkrgwaCkcio	30	40
384	384.mp4	Cks9fKciLtU	0	10
385	385.mp4	Cktl4Aw_sEE	30	40
386	386.mp4	Cm7EoUFnLbU	30	40
387	387.mp4	CoWWUQiGVwQ	30	40
388	388.mp4	CobeC6B67wA	30	40
389	389.mp4	CocB6ItybUE	30	40
390	390.mp4	Cqj9n0PHx4M	0	10
391	391.mp4	Cri6WKybyqU	60	70
392	392.mp4	CtMlhwN3wAI	30	40
393	393.mp4	CvVJd_J9A2E	410	420
394	394.mp4	CwePqPu5Rqo	30	40
395	395.mp4	CyLmUFWDEvs	30	40
396	396.mp4	D-1qr9Ye5-8	170	180
397	397.mp4	D0kNXqg7Kcw	20	30
398	398.mp4	D4g4hDty-0Y	150	160
399	399.mp4	D7yD6W8jqo4	30	40
400	400.mp4	D8QghlF89yc	30	40
401	401.mp4	D974Ua5FvsE	100	110
402	402.mp4	DA2ECI9KQV8	40	50
403	403.mp4	DCX49O49QBs	130	140
404	404.mp4	DD67JLqmCtA	20	30
405	405.mp4	DDilcTETpYA	10	20
406	406.mp4	DH0B7V0hNPQ	10	20
407	407.mp4	DMTAv9mw_x8	20	30
408	408.mp4	DOswV5jFSqQ	53	63
409	409.mp4	DT1CTUruDyQ	160	170
410	410.mp4	DZ2OJ2BQEos	50	60
411	411.mp4	DZdhnk9x1MQ	0	10
412	412.mp4	DZeyWdZ7yxw	380	390
413	413.mp4	D_tJ83kIq6A	240	250
414	414.mp4	De_Q__O73q4	30	40
415	415.mp4	DgbAgPOma_M	30	40
416	416.mp4	DjATl6PNShw	80	90
417	417.mp4	DlWZHgSeyoc	30	40
418	418.mp4	DnGA0aDFSTo	10	20
419	419.mp4	Dpfcb0E126U	30	40
420	420.mp4	DrpbZM5X_k0	480	490
421	421.mp4	Dv50x3XXrUs	30	40
422	422.mp4	DwE0cQ3Xz70	30	40
423	423.mp4	E7lVUN66HPI	280	290
424	424.mp4	EBvrflliwvk	40	50
425	425.mp4	EC3Lxrq_dxQ	50	60
426	426.mp4	EFtzDWB7Too	260	270
427	427.mp4	EL8VFE4XJ_s	30	40
428	428.mp4	ELC1F7jxkZE	100	110
429	429.mp4	EN7srKKK9Rg	30	40
430	430.mp4	EQAX623rCOE	0	10
431	431.mp4	ETh_6BApXeM	0	10
432	432.mp4	EXxDqf6KV0w	30	40
433	433.mp4	EZpffF9di-Y	20	30
434	434.mp4	E_K-XvCSpYE	0	10
435	435.mp4	EbJXo7Fw09I	10	20
436	436.mp4	EbytbZdRRBM	290	300
437	437.mp4	Ee2_xpER9MU	20	30
438	438.mp4	Ei3sweuvSLE	30	40
439	439.mp4	EkgIHTwoV2w	6	16
440	440.mp4	Elq7JR_OQOE	180	190
441	441.mp4	Em2GJb2DnDE	30	40
442	442.mp4	EuN2PFzDPmQ	90	100
443	443.mp4	EwoQIa82vZc	30	40
444	444.mp4	EwuHWwIpH-Y	30	40
445	445.mp4	F-Bd-3N8SVw	50	60
446	446.mp4	F1T2diMbSXI	140	150
447	447.mp4	F8J19Klc2Eg	20	30
448	448.mp4	F8oJuNdyi4k	10	20
449	449.mp4	FAIKjH_cNjQ	160	170
450	450.mp4	FCWxZwacG1c	30	40
451	451.mp4	FCzyW85HNGE	17	27
452	452.mp4	FGJQ3KC-Geo	110	120
453	453.mp4	FJeQBOfG7p8	60	70
454	454.mp4	FQA4VYa_AMU	270	280
455	455.mp4	FSaIBGrJ9Jg	90	100
456	456.mp4	FSmJPdSvZhk	30	40
457	457.mp4	FU1_O_GJDko	410	420
458	458.mp4	FVL372sQVG4	50	60
459	459.mp4	FWDuEvEbw9M	30	40
460	460.mp4	FWKZtdzCOWU	30	40
461	461.mp4	Fb3B_kuKHKE	50	60
462	462.mp4	FbUfifj5GZo	30	40
463	463.mp4	FeSvAVZXKAA	150	160
464	464.mp4	FgEfmyyLs0M	30	40
465	465.mp4	FlASw7qL1kY	180	190
466	466.mp4	Flk4WxLho2U	80	90
467	467.mp4	FmOBqP7psWU	40	50
468	468.mp4	FmYQpjfquts	30	40
469	469.mp4	Fo_4UCB2ZXg	10	20
470	470.mp4	Fr1qBIIxTDY	0	10
471	471.mp4	Fr4sultk3N8	40	50
472	472.mp4	FtGy2uCLm5c	80	90
473	473.mp4	FukgD9pUTgo	90	100
474	474.mp4	FwNp3eTUMVo	20	30
475	475.mp4	G2zC8-a0YJg	30	40
476	476.mp4	G9dzSp_hGbA	0	10
477	477.mp4	GAqgkX7isLs	30	40
478	478.mp4	GD-hZIUFPus	30	40
479	479.mp4	GGr5RlDlG7U	90	100
480	480.mp4	GN5Pqfq2SV8	30	40
481	481.mp4	GNDSZVryFaw	80	90
482	482.mp4	GP1C6uJdL1g	60	70
483	483.mp4	GQKUYiyRzTQ	70	80
484	484.mp4	GS75mzIW5Gc	490	500
485	485.mp4	GTeMzdJBP9A	30	40
486	486.mp4	GTkDzl1Q6xQ	10	20
487	487.mp4	GcB0moY-9ho	30	40
488	488.mp4	GhXg04KU9Ws	22	32
489	489.mp4	Gi-Qt6cYeqA	80	90
490	490.mp4	Gj4I3ApyG_c	180	190
491	491.mp4	GnY5OpfADgw	290	300
492	492.mp4	GyXuO6eZ7HI	160	170
493	493.mp4	H1hWQXWYSv4	0	10
494	494.mp4	H3MgKzjQdSA	90	100
495	495.mp4	H5aMRDYp-GQ	0	10
496	496.mp4	HJxW5SGaPMA	90	100
497	497.mp4	HNhLJa-cU-Y	90	100
498	498.mp4	HNvsScpSGFg	10	20
499	499.mp4	HPYAsDO_ykM	50	60
500	500.mp4	HPmDHUD51EI	490	500
501	501.mp4	HQ29pZ4-EKw	10	20
502	502.mp4	HW8sQVvQ6ug	430	440
503	503.mp4	HX_m4fjZIj0	30	40
504	504.mp4	HZ69dl6yTYM	90	100
505	505.mp4	HaBBfz0TthI	20	30
506	506.mp4	Havc0BV1V-s	200	210
507	507.mp4	HcUouOFqwGE	30	40
508	508.mp4	Hj5EYl2b91Q	30	40
509	509.mp4	Hl8zfhcboAc	290	300
510	510.mp4	HxAlcG_rEZA	30	40
511	511.mp4	Hz1_p1qHTPQ	70	80
512	512.mp4	HzGFK0fLvxo	300	310
513	513.mp4	I10MO2EYnzw	30	40
514	514.mp4	I2TerLINT5I	30	40
515	515.mp4	IAg2N-wKoXI	120	130
516	516.mp4	IDvzopNK304	0	10
517	517.mp4	IKYAMHcgzKo	80	90
518	518.mp4	ILBC3bJ6ZJA	0	10
519	519.mp4	IPcUggqg4Xw	10	20
520	520.mp4	IQbMYkGYmos	0	10
521	521.mp4	IS6aUSfbEuY	10	20
522	522.mp4	ITMF57JL2KQ	50	60
523	523.mp4	IWhf8e-AVWo	30	40
524	524.mp4	I_s_gBzEtCs	190	200
525	525.mp4	Ibus4pCP4nY	30	40
526	526.mp4	IeC-pZ3misQ	30	40
527	527.mp4	Ifw7KvCmBmQ	27	37
528	528.mp4	IiOj18HpE8E	30	40
529	529.mp4	Ije0xxBIf-8	30	40
530	530.mp4	IpzA4CaZT_Q	0	10
531	531.mp4	IzItEWGGtIM	350	360
532	532.mp4	IzJtqrr3_4o	30	40
533	533.mp4	J-1NnfVCO4U	140	150
534	534.mp4	J2vd6aDUb6g	130	140
535	535.mp4	JB9NBkA768k	530	540
536	536.mp4	JBPezyDs1-k	24	34
537	537.mp4	JC5XE0uh0b0	30	40
538	538.mp4	JCv61xfuRQA	30	40
539	539.mp4	JDFIG2ZxaPA	50	60
540	540.mp4	JF1loyXZL8s	30	40
541	541.mp4	JHZ8YtyRjS0	330	340
542	542.mp4	JKdmCnXxlKA	30	40
543	543.mp4	JRQYsSvB_Xc	90	100
544	544.mp4	JUfcJoYWYmo	60	70
545	545.mp4	JXnKiQ-iReU	30	40
546	546.mp4	JZjg8JAoTLY	460	470
547	547.mp4	J_6YpZUoBDQ	50	60
548	548.mp4	JagdfM4M1ZE	20	30
549	549.mp4	Jc61s9UsLJA	80	90
550	550.mp4	Jci_knX9g1I	20	30
551	551.mp4	JefoE6ttyRs	30	40
552	552.mp4	JjYzReliwrs	30	40
